347.42856,2.6530612,1.0,1,49,128
127.36667,3.6333334,1.0,1,30,84
952.5,9.439024,1.0,1,82,204
302.98666,21.133333,1.0,1,75,188
967.9861,23.319445,1.0,1,72,182
389.4913,25.28223,1.0,1,287,652
119.96191,25.75238,1.0,1,105,256
212.90991,24.135136,1.0,1,111,270
836.9378,26.253885,1.0,1,193,448
727.384,33.04,1.0,1,125,300
868.3333,35.2,1.0,1,30,84
586.0,40.0,1.0,1,37,102
67.02564,49.358974,1.0,1,117,284
245.71053,48.710526,1.0,1,38,104
244.66356,59.700935,1.0,1,107,262
629.4545,74.88636,1.0,1,44,118
960.38654,75.7479,1.0,1,119,286
883.7232,77.10714,1.0,1,112,272
621.4872,78.871796,1.0,1,117,288
35.238808,81.17911,1.0,1,134,320
836.32556,94.72093,1.0,1,86,214
785.5,95.5,1.0,1,32,88
941.1695,96.45763,1.0,1,59,152
494.86887,100.016396,1.0,1,61,158
807.5893,104.89286,1.0,1,56,146
273.4221,111.402596,1.0,1,154,364
520.40515,114.405174,1.0,1,116,280
85.84685,119.28829,1.0,1,111,270
700.43365,119.91151,1.0,1,113,274
440.75,126.6875,1.0,1,32,90
785.1042,126.708336,1.0,1,48,126
460.08334,130.97223,1.0,1,36,100
533.58887,132.37778,1.0,1,90,224
268.7,133.76666,1.0,1,30,86
680.92487,134.01157,1.0,1,173,406
569.7931,138.94827,1.0,1,116,282
160.65672,154.50746,1.0,1,67,174
213.0,157.0,1.0,1,69,174
627.4071,160.34514,1.0,1,113,274
335.4557,162.94937,1.0,1,79,196
703.89655,162.93965,1.0,1,116,282
908.4674,171.56522,1.0,1,92,228
847.64703,179.0,1.0,1,51,136
924.03424,182.96576,1.0,1,146,344
484.66168,188.0995,1.0,1,201,466
950.544,189.976,1.0,1,125,300
82.824745,191.24742,1.0,1,97,238
362.36667,200.12,1.0,1,150,354
685.1212,200.87878,1.0,1,33,94
883.56696,200.8189,1.0,1,254,590
48.612904,215.33548,1.0,1,155,366
592.2286,215.42857,1.0,1,35,96
77.24272,215.55339,1.0,1,103,268
121.46,221.14,1.0,1,150,356
82.388885,226.13889,1.0,1,36,98
945.9032,225.26881,1.0,1,93,232
633.752,233.48,1.0,1,125,300
814.90424,237.43617,1.0,1,94,230
506.2,240.075,1.0,1,40,108
91.70588,241.35294,1.0,1,34,96
730.1163,246.11627,1.0,1,43,114
418.02173,252.95653,1.0,1,46,132
982.2283,258.78262,1.0,1,184,430
809.6,265.66086,1.0,1,115,280
422.17023,267.97873,1.0,1,47,124
123.77778,275.1111,1.0,1,36,100
517.13934,275.39755,1.0,1,244,562
991.5,286.5,1.0,1,32,88
205.09334,289.31332,1.0,1,150,356
384.0263,289.76315,1.0,1,38,104
88.50877,290.3158,1.0,1,57,150
513.65625,290.32812,1.0,1,64,166
475.89743,291.28204,1.0,1,39,106
599.7656,308.04688,1.0,1,64,164
742.7679,310.07144,1.0,1,112,274
213.08188,315.21637,1.0,1,171,402
957.9394,317.9091,1.0,1,66,168
450.80234,331.25583,1.0,1,86,214
35.44156,331.97403,1.0,1,77,192
980.57776,337.0889,1.0,1,90,222
342.16528,338.0661,1.0,1,121,294
11.4725275,339.15384,1.0,1,91,224
379.09784,340.2935,1.0,1,92,226
876.70734,342.5366,1.0,1,41,110
136.08955,344.08954,1.0,1,67,170
920.77875,345.53098,1.0,1,113,274
950.0352,354.26056,1.0,1,142,338
565.0808,357.69696,1.0,1,99,244
997.475,363.125,1.0,1,40,112
335.85715,368.22223,1.0,1,63,164
446.63333,368.63333,1.0,1,30,84
955.0,375.0,1.0,1,101,246
782.46906,377.22125,1.0,1,113,274
904.2348,382.5826,1.0,1,115,278
668.37616,384.9358,1.0,1,109,264
46.646618,385.90976,1.0,1,133,318
110.77451,387.51962,1.0,1,102,250
622.20636,389.09525,1.0,1,126,310
866.74713,394.3793,1.0,1,87,216
619.7742,396.64517,1.0,1,31,88
418.85294,402.38235,1.0,1,34,94
181.32433,402.7027,1.0,1,37,102
726.913,407.86957,1.0,1,46,122
282.19644,410.05356,1.0,1,56,148
432.73334,424.8,1.0,1,60,156
959.32074,432.6415,1.0,1,53,138
608.1223,436.78418,1.0,1,139,330
218.38889,437.8611,1.0,1,36,98
372.06152,441.04614,1.0,1,130,308
43.5,443.5,1.0,1,32,88
405.83762,451.05466,1.0,1,622,1510
658.0818,449.4151,1.0,1,159,376
307.0,450.0,1.0,1,69,174
264.4301,453.1183,1.0,1,93,240
961.83075,473.76923,1.0,1,65,170
322.78125,477.125,1.0,1,96,236
66.44218,478.43536,1.0,1,147,350
458.4107,491.35715,1.0,1,112,272
573.9392,490.87292,1.0,1,181,422
86.61074,494.15436,1.0,1,149,352
365.51514,495.39395,1.0,1,33,92
192.38365,497.71698,1.0,1,159,374
311.2,498.5,1.0,1,30,84
50.065575,502.67212,1.0,1,61,160
990.8108,505.81082,1.0,1,37,102
396.56033,508.3362,1.0,1,116,280
498.75674,508.24326,1.0,1,37,102
226.94737,510.17105,1.0,1,76,192
589.1717,508.899,1.0,1,99,242
640.10657,515.9508,1.0,1,122,296
331.0,517.5,1.0,1,38,102
358.36667,520.63336,1.0,1,30,84
955.0777,521.5534,1.0,1,103,252
494.46054,525.5395,1.0,1,76,192
570.61365,525.61365,1.0,1,44,120
975.0916,528.98474,1.0,1,131,314
186.78505,529.1028,1.0,1,107,260
43.410713,531.0089,1.0,1,112,270
109.075,531.2,1.0,1,40,108
261.85938,533.5,1.0,1,128,306
747.5678,534.5678,1.0,1,118,284
949.0,535.0,1.0,1,37,102
924.61945,539.4425,1.0,1,113,274
496.5,540.86206,1.0,1,58,150
791.547,542.61536,1.0,1,117,282
966.2381,555.619,1.0,1,126,302
470.0,557.23303,1.0,1,103,250
858.08826,557.91174,1.0,1,34,96
236.83333,561.6,1.0,1,30,86
262.58975,566.0,1.0,1,39,106
383.18552,567.95026,1.0,1,221,510
570.4414,574.15173,1.0,1,145,344
602.94055,576.86487,1.0,1,185,430
407.34833,579.7079,1.0,1,89,220
548.8906,586.83594,1.0,1,128,316
278.0,587.913,1.0,1,46,122
391.36697,595.36694,1.0,1,109,266
428.07693,603.12823,1.0,1,78,196
716.4286,606.0571,1.0,1,35,96
44.62162,610.7162,1.0,1,74,190
747.7561,617.0,1.0,1,41,110
768.17523,617.75256,1.0,1,97,238
638.3555,617.95557,1.0,1,45,122
822.20776,618.93506,1.0,1,77,194
619.72656,619.75,1.0,1,128,308
927.1743,620.7064,1.0,1,109,266
51.11278,620.0752,1.0,1,133,326
645.129,624.9194,1.0,1,124,306
348.3617,626.80853,1.0,1,47,126
189.61539,629.0192,1.0,1,52,138
29.687899,630.586,1.0,1,157,370
969.0707,635.6087,1.0,1,184,430
254.89345,638.0492,1.0,1,122,296
628.2308,642.1923,1.0,1,130,314
138.63637,647.7364,1.0,1,110,268
933.96265,650.54205,1.0,1,107,260
259.89285,662.2768,1.0,1,112,288
146.1,674.0333,1.0,1,30,84
444.17545,673.5614,1.0,1,57,148
233.92857,675.1905,1.0,1,42,112
592.02484,678.4712,1.0,1,764,1690
884.4194,676.0645,1.0,1,31,88
542.07526,676.92474,1.0,1,93,230
68.76119,682.7239,1.0,1,134,320
262.03738,684.45795,1.0,1,107,260
755.38385,685.7879,1.0,1,99,244
286.94287,690.5714,1.0,1,35,96
796.44763,691.98096,1.0,1,105,256
916.5759,694.84814,1.0,1,191,444
20.366667,700.36664,1.0,1,30,84
988.9524,703.6286,1.0,1,105,256
477.03732,718.19403,1.0,1,134,320
898.76416,721.0472,1.0,1,106,262
980.0855,722.4671,1.0,1,152,364
839.8837,722.8837,1.0,1,43,114
887.0,724.11664,1.0,1,60,154
453.0625,725.125,1.0,1,32,92
246.32584,726.4719,1.0,1,89,220
208.58824,726.8823,1.0,1,51,134
630.8644,730.4237,1.0,1,59,154
326.87692,731.39233,1.0,1,130,312
986.7451,731.58826,1.0,1,51,134
459.9875,731.65,1.0,1,80,202
30.828571,733.7714,1.0,1,35,96
119.445786,737.63855,1.0,1,83,206
2.8461537,739.6539,1.0,1,78,198
895.8108,741.8108,1.0,1,37,102
510.0,748.0,1.0,1,45,118
147.45871,749.0367,1.0,1,109,264
538.85046,756.1963,1.0,1,107,260
667.71075,755.2727,1.0,1,121,292
373.7,757.9,1.0,1,30,86
604.43634,760.6727,1.0,1,55,142
883.0606,766.57574,1.0,1,33,92
241.40384,769.8461,1.0,1,104,254
397.57318,771.5732,1.0,1,82,208
492.5,771.5,1.0,1,32,88
985.31146,773.93445,1.0,1,122,294
657.5,778.7,1.0,1,50,132
77.58904,790.41095,1.0,1,73,186
526.629,789.8333,1.0,1,186,434
988.0541,795.43243,1.0,1,37,100
149.66667,797.0877,1.0,1,114,276
745.1016,808.615,1.0,1,187,436
771.8723,812.0,1.0,1,141,334
795.28125,813.2917,1.0,1,96,238
311.86206,816.5,1.0,1,58,150
915.54,825.19,1.0,1,100,246
515.1667,828.1053,1.0,1,114,276
69.5946,834.97296,1.0,1,74,186
716.12195,839.12195,1.0,1,41,110
133.28462,841.1308,1.0,1,130,312
427.69748,846.3613,1.0,1,119,288
333.0,851.4598,1.0,1,87,214
